L.p.;NAZWA URZĘDU;WOJEWÓDZTWO;POWIAT;MIEJSCOWOŚĆ;ULICA;NR DOMU;KOD POCZTOWY;NR TELEFONU wraz z nr kierunkowym;NR TELEFONU 2 wraz z nr kierunkowym;NR FAXU        wraz z nr kierunkowym;NR FAXU 2       wraz z nr kierunkowym;ADRES E-MAIL URZĘDU;ADRES 2 E-MAIL URZĘDU;ADRES WWW URZĘDU;SZEROKOŚĆ GEOGRAFICZNA;DŁUGOŚĆ GEOGRAFICZNA
1663.;Komenda Powiatowa Państwowej Straży Pożarnej w Gostyniu;Wielkopolskie;gostyński;Gostyń;ul. Wrocławska;247;63-800;47 771 73 00;;65 322 42 78;;kppspgostyn@psp.wlkp.pl;;www.gostyn.psp.wlkp.pl;51.8734;17.0108
1664.;Komenda Powiatowa Państwowej Straży Pożarnej w Grodzisku Wlkp.;Wielkopolskie;grodziski;Grodzisk Wielkopolski;ul. Rakoniewicka;31;62-065;47 771 74 00;;61 222 06 44;;kppspgrodzisk@psp.wlkp.pl;;www.grodzisk.psp.wlkp.pl;52.2180;16.3646
1665.;Komenda Powiatowa Państwowej Straży Pożarnej w Jarocinie;Wielkopolskie;jarociński;Jarocin;Al. Powstańców Wielkopolskich;2;63-200;47 77 17 500;;62 332 43 18;;kppspjarocin@psp.wlkp.pl;;www.jarocin.psp.wlkp.pl;51.9578;17.4871
1666.;Komenda Miejska Państwowej Straży Pożarnej w Kaliszu;Wielkopolskie;kaliski;Kalisz;ul. Nowy Świat;40-42;62-800;62 765 42 03;;62 765 42 05;;kmpspkalisz@psp.wlkp.pl;;www.kalisz.psp.wlkp.pl;51.7534;18.0935
1667.;Komenda Powiatowa Państwowej Straży Pożarnej w Kępnie;Wielkopolskie;kępiński;Kępno;ul. Broniewskiego;12;63-600; 47 771 77 00;;62 332 43 38;;kppspkepno@psp.wlkp.pl;;www.straz.kepno.com.pl;51.2815;17.9831
1668.;Komenda Powiatowa Państwowej Straży Pożarnej w Kole;Wielkopolskie;kolski;Koło;ul. Toruńska;74;62-600;47 77 17 800;;63 223 42 78;;kppspkolo@psp.wlkp.pl;;www.kolo.psp.bip.net.pl;52.2024;18.6284
1669.;Komenda Miejska Państwowej Straży Pożarnej w Koninie;Wielkopolskie;koniński;Konin;ul. Przemysłowa;7;62-510;63 249 98 00;;63 249 98 13;;kmpspkonin@psp.wlkp.pl;;www.konin.psp.wlkp.pl;52.2333;18.2663
1670.;Komenda Powiatowa Państwowej Straży Pożarnej w Kościanie;Wielkopolskie;kościański;Kościan;ul. Ks. Bączkowskiego;5a;64-000;47 771 80 00;;65 322 42 97;;kppspkoscian@psp.wlkp.pl;;www.koscian.psp.wlkp.pl;52.0888;16.6422
1671.;Komenda Powiatowa Państwowej Straży Pożarnej w Krotoszynie;Wielkopolskie;krotoszyński;Krotoszyn;ul. Mickiewicza;29;63-700;47 771 81 00;;62 332 43 58;;kppspkrotoszyn@psp.wlkp.pl;;www.krotoszyn.psp.wlkp.pl;51.6995;17.4350
1672.;Komenda Miejska Państwowej Straży Pożarnej w Lesznie;Wielkopolskie;leszczyński;Leszno;ul. Okrężna;19;64-100;47 771 82 00;;65 322 42 24;;kmpspleszno@psp.wlkp.pl;;leszno.psp.wlkp.pl;51.8283;16.5925
1673.;Komenda Powiatowa Państwowej Straży Pożarnej w Międzychodzie;Wielkopolskie;międzychodzki;Międzychód;ul. Zewnętrzna;4;64-400;47 771 83 00;;95 748 20 75;;kppspmiedzychod@psp.wlkp.pl;;www.miedzychod.psp.wlkp.pl;52.6039;15.9003
1674.;Komenda Powiatowa Państwowej Straży Pożarnej w Nowym Tomyślu;Wielkopolskie;nowotomyski;Nowy Tomyśl;ul. Powstańców Wlkp.;2a;64-300;47 771 84 00;47 771 84 10;61 442 77 28;61 442 77 27;kppsptomysl@psp.wlkp.pl;;www.nowytomysl.psp.wlkp.pl;52.3189;16.1300
1675.;Komenda Powiatowa Państwowej Straży Pożarnej w Obornikach;Wielkopolskie;obornicki;Oborniki;ul. 11 Listopada;16;64-600;47 77 18 500;;61 226 14 98;;kppspoborniki@psp.wlkp.pl;;www.kppsp-oborniki.pl;52.6494;16.8200
1676.;Komenda Powiatowa Państwowej Straży Pożarnej w Ostrowie Wlkp.;Wielkopolskie;ostrowski;Ostrów Wielkopolski;ul. Stefana Batorego;21;63-400;47 771 86 00;;62 332 42 95;;kppspostrow@psp.wlkp.pl;;www.ostrow.psp.wlkp.pl;51.6596;17.7926
1677.;Komenda Powiatowa Państwowej Straży Pożarnej w Ostrzeszowie;Wielkopolskie;ostrzeszowski;Ostrzeszów;ul. Sportowa;9;63-500;47 771 87 00;;62 730 32 71;;kppspostrzeszow@psp.wlkp.pl;;www.ostrzeszow.psp.wlkp.pl;51.4239;17.9355
1678.;Komenda Powiatowa Państwowej Straży Pożarnej w Pile;Wielkopolskie;pilski;Piła;ul. Moniuszki;1;64-920;47 771 88 00;;67 222 32 24;;kppsppila@psp.wlkp.pl;;www.pila.psp.wlkp.pl;53.1547;16.7299
1679.;Komenda Powiatowa Państwowej Straży Pożarnej w Pleszewie;Wielkopolskie;pleszewski;Pleszew;ul. Słowackiego;19;63-300;47 77 18 900;;62 508 05 85;;kp-pleszew@psp.wlkp.pl;;www.pleszew.psp.wlkp.pl;51.8938;17.7809
1680.;Komenda Powiatowa Państwowej Straży Pożarnej w Rawiczu;Wielkopolskie;rawicki;Rawicz;ul.Scherwentkego;13;63-900;47 77 19 000;;65 322 43 18;;kppsprawicz@psp.wlkp.pl;;www.rawicz.psp.wlkp.pl;51.6063;16.8603
1681.;Komenda Powiatowa Państwowej Straży Pożarnej w Słupcy;Wielkopolskie;słupecki;Słupca;ul. Ratajczaka;1;62-400;47 77 19 100;;47 77 19 199;;kppspslupca@psp.wlkp.pl;;www.psp.slupca.pl;52.2899;17.8742
1682.;Komenda Powiatowa Państwowej Straży Pożarnej w Szamotułach;Wielkopolskie;szamotulski;Szamotuły;ul. Obornicka;10;64-500;47 77 19 200;;61 292 11 38;;kppspszamotuly@psp.wlkp.pl;;www.szamotuly.psp.wlkp.pl;52.6143;16.5861
1683.;Komenda Powiatowa Państwowej Straży Pożarnej w Śremie;Wielkopolskie;śremski;Śrem;ul.Grunwaldzka;23;63-100;47 77 19 300;;61 281 07 09;;kppspsrem@psp.wlkp.pl;;www.srem.psp.wlkp.pl;52.0809;17.0129
1684.;Komenda Powiatowa Państwowej Straży Pożarnej w Środzie Wlkp.;Wielkopolskie;średzki;Środa Wielkopolska;ul. Libelta;2a;63-000;47 77 19 400;;61 22 20 758;;kppspsroda@psp.wlkp.pl;;www.sroda.psp.wlkp.pl;52.2197;17.2844
1685.;Komenda Powiatowa Państwowej Straży Pożarnej w Turku;Wielkopolskie;turecki;Turek;ul. Św. Floriana;2;62-700;47 77 19 500;;47 77 19 518;;kppspturek@psp.wlkp.pl;;www.turek.psp.wlkp.pl;52.0161;18.4817
1686.;Komenda Powiatowa Państwowej Straży Pożarnej w Wągrowcu;Wielkopolskie;wągrowiecki;Wągrowiec;ul. Przemysłowa;44;62-100;47 77 19 600;;67 222 33 20;;kppspwagrowiec@psp.wlkp.pl;;www.straz.wagrowiec.pl;52.8114;17.2118
1687.;Komenda Powiatowa Państwowej Straży Pożarnej w Wolsztynie;Wielkopolskie;wolsztyński;Wolsztyn;ul. Wschowska;17;64-200;47 77 19 700;;68 384 57 98;;kppspwolsztyn@psp.wlkp.pl;;www.straz.powiatwolsztyn.pl.pl;52.1144;16.1166
1688.;Komenda Powiatowa Państwowej Straży Pożarnej we Wrześni;Wielkopolskie;wrzesiński;Września;ul. Wrocławska;44;62-300;47 77 19 810;;61 222 07 77;;kppspwrzesnia@psp.wlkp.pl;;www.straz.wrzesnia.powiat.pl;52.3222;17.5608
1689.;Komenda Powiatowa Państwowej Straży Pożarnej w Złotowie;Wielkopolskie;złotowski;Złotów;ul. ks. Domańskiego;48a;77-400;47 77 19 900;;67 222 33 46;;kppspzlotow@psp.wlkp.pl;;www.zlotow.psp.wlkp.pl;53.3687;17.0442
1690.;Komenda Miejska Policji w Poznaniu;Wielkopolskie;poznański;Poznań;ul. A. Szylinga;2;60-787;47 77 156 00;;61 841 56 69;;dyzurny.poznan@po.policja.gov.pl ;;http://www.poznan.policja.gov.pl/;52.4064;16.9008
1691.;Komenda Powiatowa Policji w Chodzieży;Wielkopolskie;chodzieski;Chodzież;ul. Wiosny Ludów;14;64-800;47 77 45 200 ;47 77 45 211;47 77 45 215;;dyzurny.chodziez@po.policja.gov.pl;;http://www.chodziez.policja.gov.pl/;52.9971;16.9185
1692.;Komenda Powiatowa Policji w Czarnkowie;Wielkopolskie;czarnkowsko-trzcianecki;Czarnków;ul. Kościuszki;89;64-700;47 77 48 200;;47 77 48 215;;dyzurny.czarnkow@po.policja.gov.pl;;http://www.czarnkow.policja.gov.pl/;52.8987;16.5588
1693.;Komenda Powiatowa Policji w Gnieźnie;Wielkopolskie;gnieźnieński;Gniezno;ul. Jana Pawła II;2;62-200;47 77 21 211;;47 77 21 215;;dyzurny.gniezno@po.policja.gov.pl;;http://www.gniezno.policja.gov.pl/;52.5359;17.6046
1694.;Komenda Powiatowa Plicji w Gostyniu;Wielkopolskie;gostyński;Gostyń;ul. Wrocławska;44;63-800;47 77 25 200;47 77 25 211;47 77 25 215;;dyzurny.gostyn@po.policja.gov.pl;;http://www.gostyn.policja.gov.pl/;51.8698;17.0134
1695.;Komenda Powiatowa Policji  w Grodzisku  Wielkopolskim;Wielkopolskie;grodziski;Grodzisk Wielkopolski;ul. Drzymały;13;62-065;47 77 22 211;47 77 22 215;47 77 222 15;;dyzurny.grodzisk-wlkp@po.policja.gov.pl;;http://www.grodzisk-wielkopolski.policja.gov.pl/;52.2245;16.3599
1696.;Komenda Powiatowa Policji w Jarocinie;Wielkopolskie;jarociński;Jarocin;ul. Bohaterów Jarocina;15;63-200; 47 77 55 200;;47 77 55 215;;dyzurny.jarocin@po.policja.gov.pl;;http://www.jarocin.policja.gov.pl/;51.9785;17.5316
1697.;Komenda Miejska Policji w Kaliszu;Wielkopolskie;kaliski;Kalisz;ul. Jasna;01.mar;62-800;47 77 51 240;;47 77 51 174;;dyzurny.kalisz@po.policja.gov.pl;;http://www.kalisz.policja.gov.pl/;51.7599;18.0925
1698.;Komenda Powiatowa Policji w Kępnie;Wielkopolskie;kępiński;Kępno;Chojęcin-Szum;8a;63-600;47 77 15 211;47 77 15 200;47 77 15 215;;dyzurny.kepno@po.policja.gov.pl;;http://www.kepno.policja.gov.pl/;51.2799;17.9299
1699.;Komenda Powiatowa w Kole;Wielkopolskie;kolski;Koło;ul. Sienkiewicza;14;62-600;47 77 44 200;47 77 44 211;47 77 44 215;;dyzurny.kolo@po.policja.gov.pl;;http://www.kolo.policja.gov.pl/;52.1989;18.6378
1700.;Komenda Miejska Policji w Koninie;Wielkopolskie;koniński;Konin;ul. Przemysłowa;2;62-510;47 77 52 143;47 77 52 373;47 77 52 440;47 77 52 243;dyzurny.konin@po.policja.gov.pl;;http://www.konin.policja.gov.pl/;52.2250;18.2580
1701.;Komenda Powiatowa Policji w Kościanie;Wielkopolskie;kościański;Kościan;ul. Ks. J. Surzyńskiego;31;64-000;47 77 26 200;47 77 26 211;47 77 26 215;;dyzurny.koscian@po.policja.gov.pl;;http://www.koscian.policja.gov.pl/;52.0809;16.6352
1702.;Komenda Powiatowa Policji w Krotoszynie;Wielkopolskie;krotoszyński;Krotoszyn;ul. Zdunowska;38a;63-700;47 77 53 200;;47 77 53 215;;dyzurny.krotoszyn@po.policja.gov.pl;;http://www.krotoszyn.policja.gov.pl/;51.6927;17.4349
1703.;Komenda Miejska Policji w Lesznie;Wielkopolskie;leszczyński;Leszno;ul. 17 -go Stycznia;8;64-100;47 77 31 900;47 77 31 000;47 77 31 657;;dyzurny.leszno@po.policja.gov.pl ;;http://www.leszno.policja.gov.pl/;51.8387;16.5781
1704.;Komenda Powiatowa Policji w Międzychodzie;Wielkopolskie;międzychodzki;Międzychód;ul. Sikorskiego;22a;64-400;47 77 36 211;;47 77 362 15;;dyzurny.miedzychod@po.policja.gov.pl;;http://www.miedzychod.policja.gov.pl/;52.6051;15.9125
1705.;Komenda Powiatowa Policji w Nowym Tomyślu;Wielkopolskie;nowotomyski;Nowy Tomyśl;ul. Piłsudskiego;37;64-300;47 77 23 200;;47 77 23 215;;dyzurny.nowy-tomysl@po.policja.gov.pl;;http://www.nowy-tomysl.policja.gov.pl/;52.3140;16.1315
1706.;Komenda Powiatowa Policji w Obornikach;Wielkopolskie;obornicki;Oborniki;ul. Piłsudskiego;54;64-600;47 77 24 211;;47 77 24 215;;dyzurny.oborniki@po.policja.gov.pl;;http://www.oborniki.policja.gov.pl/;52.6505;16.8147
1707.;Komenda Powiatowa Policji w Ostrowie Wielkopolskim;Wielkopolskie;ostrowski;Ostrów Wielkopolski;ul. Odolanowska;19;63-400;47 77 54 200;47 77 54 210; 47 77 54 215;;dyzurny.ostrow-wielkopolski@po.policja.gov.pl;;http://www.ostrow-wielkopolski.policja.gov.pl/;51.6421;17.7995
1708.;Komenda Powiatowa Policji w Ostrzeszowie;Wielkopolskie;ostrzeszowski;Ostrzeszów;ul. Zamkowa;27;63-500;47 77 57 200;;47 77 572 15 ;;dyzurny.ostrzeszow@po.policja.gov.pl;;http://www.ostrzeszow.policja.gov.pl/;51.4274;17.9277
1709.;Komenda Powiatowa Policji w Pile;Wielkopolskie;pilski;Piła;ul. Bydgoska;115;64-920;47 77 41 560;47 77 41 444;47 77 413 22;;dyzurny.pila@po.policja.gov.pl;;http://www.pila.policja.gov.pl/;53.1513;16.7635
1710.;Komenda Powiatowa Policji w Pleszewie;Wielkopolskie;pleszewski;Pleszew;ul. Kochanowskiego;6;63-300;47 77 58 200;;47 77 58 215;;dyzurny.pleszew@po.policja.gov.pl ;;http://www.pleszew.policja.gov.pl/;51.8956;17.7779
1711.;Komenda Powiatowa Policji w Rawiczu;Wielkopolskie;rawicki;Rawicz;ul. Sienkiewicza;23;63-900;47 77 27 200 ;;47 772 72 15;;dyzurny.rawicz@po.policja.gov.pl ;;http://www.rawicz.policja.gov.pl/;51.6036;16.8571
1712.;Komenda Powiatowa Policji w Słupcy;Wielkopolskie;słupecki;Słupca;ul. Poznańska;13;62-400;47 77 38 211;;47 77 38 205;;dyzurny.slupca@po.policja.gov.pl;;http://www.slupca.policja.gov.pl/;52.2887;17.8679
1713.;Komenda Powiatowa Policji w Szamotułach;Wielkopolskie;szamotulski;Szamotuły;ul. Polna;3;64-500;47 77 32 211;;47 77 32 215;;dyzurny.szamotuly@po.policja.gov.pl;;http://www.szamotuly.policja.gov.pl/;52.6162;16.5701
1714.;Komenda Powiatowa Policji w Śremie;Wielkopolskie;śremski;Śrem;ul. Mickiewicza;15;63-100;47 77 34 211;;47 77 34 215;;dyzurny.srem@po.policja.gov.pl;;http://www.srem.policja.gov.pl/;52.0885;17.0188
1715.;Komenda Powiatowa Policji w Środzie Wielkopolskiej;Wielkopolskie;średzki;Środa Wielkopolska;ul. Harcerska;22;63-000;47 77 33 200;;47 77 33 215;;dyzurny.sroda-wlkp@po.policja.gov.pl ;;http://www.sroda-wielkopolska.policja.gov.pl/;52.2225;17.2946
1716.;Komenda Powiatowa Policji w Turku;Wielkopolskie;turecki;Turek;ul. Legionów Polskich;3;62-700;47 77 37 200;;47 77 37 215;;dyzurny.turek@po.policja.gov.pl;;http://www.turek.policja.gov.pl/;52.0148;18.5071
1717.;Komenda Powiatowa Policji w Wągrowcu;Wielkopolskie;wągrowiecki;Wągrowiec;ul. Taszarowo;11;62-100;47 77 46 211;;47 77 46 215;;dyzurny.wagrowiec@po.policja.gov.pl ;;http://www.wagrowiec.policja.gov.pl/;52.7947;17.1993
1718.;Komenda Powiatowa Policji w Wolsztynie;Wielkopolskie;wolsztyński;Wolsztyn;ul. Dworcowa;1;64-200;47 77 28 200;47 77 28 211;47 77 28 205;;dyzurny.wolsztyn@po.policja.gov.pl ;;http://www.wolsztyn.policja.gov.pl/;52.1130;16.1083
1719.;Komenda Powiatowa Policji we Wrześni;Wielkopolskie;wrzesiński;Września;ul. Szkolna;23;62-300;47 77 35 200;;47 77 35 215;;dyzurny.wrzesnia@po.policja.gov.pl;;http://www.wrzesnia.policja.gov.pl/;52.3265;17.5685
1720.;Komenda Powiatowa Policji w Złotowie;Wielkopolskie;złotowski;Złotów;Aleja Piasta;49;77-400;47 77 43 211;47 77 43 013;47 77 43 215;;dyzurny.zlotow@po.policja.gov.pl;;http://www.zlotow.policja.gov.pl/;53.3614;17.0515
1721.;Powiatowy Inspektorat Nadzoru Budowlanego w Chodzieży;Wielkopolskie;chodzieski;Chodzież;ul. Gajowa;10;64-800;67 282 78 48;;67282 24 69;;pinbchodziez@interia.pl;;brak;52.9901;16.8936
1722.;Powiatowy Inspektorat Nadzoru Budowlanego w Czarnkowie;Wielkopolskie;czarnkowsko-trzcianecki;Czarnków;ul. Kościuszki;88;64-700;67 349 30 54;;67 255 85 75;;pinb.czarnkow@op.pl;;http://www.czarnkowsko-trzcianecki.pl/;52.8987;16.5588
1723.;Powiatowy Inspektorat Nadzoru Budowlanego w Gnieźnie;Wielkopolskie;gnieźnieński;Gniezno;ul. Tadeusza Kościuszki;7;62-200;61 424 07 85;;61 424 07 85;;pinb@powiat-gniezno.pl;;http://www.powiat-gniezno.pl/;52.5310;17.6024
1724.;Powiatowy Inspektorat Nadzoru Budowlanego w Gostyniu;Wielkopolskie;gostyński;Gostyń;ul. Poznańska;200;63-800;65 575 25 55;;65 575 25 40 ;;gostyn@pinb.info.pl;;http://gostyn.pinb.info.pl/;51.8753;17.0102
1725.;Powiatowy Inspektorat Nadzoru Budowlanego w Grodzisku Wielkopolskim;Wielkopolskie;grodziski;Grodzisk Wielkopolski;ul. Żwirki i Wigury;1;62-065;61 445 25 17;61 445 25 15;61 445 25 00;;pinb@pgw.pl;;http://www.bip.pgw.pl/;52.2272;16.3637
1726.;Powiatowy Inspektorat Nadzoru Budowlanego w Jarocinie;Wielkopolskie;jarociński;Jarocin;ul. T. Kościuszki;10;63-200;62 740 79 73;;62 740 79 73 ;;pinbjarocin@pinb3.home.pl;;http://bip.powiat-jarocinski.pl/;51.9719;17.4986
1727.;Powiatowy Inspektorat Nadzoru Budowlanego w Kaliszu;Wielkopolskie;kaliski;Kalisz;pl. Św. Józefa;5;62-800;62 501 42 75           ;62 501 42 77;62 501 42 75;;nadzorbudowlanykalisz@op.pl;;http://bip.pinb.powiat.kalisz.pl/;51.7627;18.0932
1728.;Powiatowy Inspektorat Nadzoru Budowlanego dla miasta Kalisz;Wielkopolskie;kaliski;Kalisz;ul. Franciszkańska;03.maj;62-800;62 765 49 90;;62 765 49 94;;sekretariat@pinb.kalisz.pl;;http://bip.pinb.kalisz.pl/;51.7617;18.0883
1729.;Powiatowy Inspektorat Nadzoru Budowlanego w Kępnie;Wielkopolskie;kępiński;Kępno;ul. Kościuszki;9;63-600;62 782 89 52;;62 782 89 52;;pinb@powiatkepno.pl;;http://www.bip.powiatkepno.pl/;51.2795;17.9826
1730.;Powiatowy Inspektorat Nadzoru Budowlanego w Kole;Wielkopolskie;kolski;Koło;ul. Sienkiewicza;21/23;62-600;63 261 78 07;;63 261 95 85;;pinb@starostwokolskie.pl;;http://www.starostwokolskie.pl/;52.2004;18.6384
1731.;Powiatowy Inspektorat Nadzoru Budowlanego dla miasta Konin;Wielkopolskie;koniński;Konin;ul. Witolda Sztarka;1;62-500;63 244 13 28;;63 240 12 20;;sekretariat@pinb.konin.pl;;http://www.pinb.konin.pl/;52.2121;18.2568
1732.;Powiatowy Inspektorat Nadzoru Budowlanego w Koninie;Wielkopolskie;koniński;Konin;Al. 1-go Maja;9;62-510;63 240 32 70          ;63 240 32 71    ;63 240 32 71;;pinbkonin@pinbkonin.pl;;http://pinb.powiatkonin.ibip.pl/;52.2280;18.2538
1733.;Powiatowy Inspektorat Nadzoru Budowlanego w Kościanie;Wielkopolskie;kościański;Kościan;ul. Kościelna;5a;64-000;65 512 74 23;;65 512 74 23;;pinbkoscian@o2.pl;;http://www.pinbkoscian.pl/;52.0852;16.6448
1734.;Powiatowy Inspektorat Nadzoru Budowlanego w Krotoszynie;Wielkopolskie;krotoszyński;Krotoszyn;ul. 56 Pułku Piechoty Wlkp.;10a;63-700;62 725 37 10;;62 725 37 10;;pinb@starostwo.krotoszyn.pl;;http://www.powiat-krotoszyn.pl/;51.6911;17.4380
1735.;Powiatowy Inspektorat Nadzoru Budowlanego w Lesznie;Wielkopolskie;leszczyński;Leszno;al. Jana Pawła II;21;64-100;65 529 68 51;;65 529 68 51;;pinb.leszno@wp.pl;;http://www.bip.powiat-leszczynski.pl/;51.8403;16.5783
1736.;Powiatowy Inspektorat Nadzoru Budowlanego dla miasta Leszno;Wielkopolskie;leszczyński;Leszno;ul. Dekana;3b;64-100;65 619 35 56;;65 619 35 56;;pinbmiastoleszno@tlen.pl;;http://www.bip.leszno.pl/;51.8409;16.5974
1737.;Powiatowy Inspektorat Nadzoru Budowlanego w Międzychodzie;Wielkopolskie;międzychodzki;Międzychód;ul. 17-go Stycznia;143;64-400;95 748 87 22;;95 748 87 22;;pinb@powiat-miedzychodzki.pl;;http://www.bip.pinb.powiatmiedzychodzki.pl/;52.6064;15.9021
1738.;Powiatowy Inspektorat Nadzoru Budowlanego w Nowym Tomyślu;Wielkopolskie;nowotomyski;Nowy Tomyśl;ul. Poznańska;33;64-300;61 442 66 84;61 442 66 85;61 442 50 64;;pinb-nt@o2.pl;;http://www.powiatnowotomyski.pl/;52.3163;16.1389
1739.;Powiatowy Inspektorat Nadzoru Budowlanego w Obornikach;Wielkopolskie;obornicki;Oborniki;ul. 11 Listopada;2a;64-600;61 297 31 37;;61 297 31 37;;pinb@powiatobornicki.pl;;http://www.bip.pinb-oborniki.pl/;52.6475;16.8170
1740.;Powiatowy Inspektorat Nadzoru Budowlanego w Ostrowie Wielkopolskim;Wielkopolskie;ostrowski;Ostrów Wielkopolski;"al. Powstańców Wielkopolskich
";18;63-400;62 737 84 82;;62 737 84 84;;pinb_ostrowwlkp@wp.pl;;http://www.powiat-ostrowski.pl/;51.6465;17.8201
1741.;Powiatowy Inspektorat Nadzoru Budowlanego w Ostrzeszowie;Wielkopolskie;ostrzeszowski;Ostrzeszów;ul. Gen. Sikorskiego ;58;63-500;62 732 07 40;;62 732 07 40;;sekretariat@pinb-ostrzeszow.pl;;http://www.pinb-ostrzeszow.pl/;51.4280;17.9254
1742.;Powiatowy Inspektorat Nadzoru Budowlanego w Pile;Wielkopolskie;pilski;Piła;ul. Śródmiejska;20\2;64-920;67 351 63 89;;67 351 60 85;;sekretariat@pinb.pila.pl;;http://www.pinb.pila.pl/;53.1481;16.7357
1743.;Powiatowy Inspektorat Nadzoru Budowlanego w Pleszewie;Wielkopolskie;pleszewski;Pleszew;ul. Poznańska;79;63-300;62 742 96 39;;62 742 96 65;;pinb@pinb-pleszew.pl;;http://www.pinb-pleszew.pl/;51.8972;17.7735
1744.;Powiatowy Inspektorat Nadzoru Budowlanego dla Powiatu Poznańskiego;Wielkopolskie;poznański;Poznań;ul. Zielona;8;61-851;61 859 34 55;61 859 34 58;61 859 34 55;;sekretariat@pinbdpp.pl;;http://pinb.powiatpoznan.ibip.pl/;52.4042;16.9345
1745.;Powiatowy Inspektorat Nadzoru Budowlanego dla Miasta Poznania;Wielkopolskie;poznański;Poznań;pl. Kolegiacki;17;61-841;61 878 55 95;;61 878 55 94;;pinb@um.poznan.pl;;http://www.pinb.poznan.pl/;52.4064;16.9353
1746.;Powiatowy Inspektorat Nadzoru Budowlanego w Rawiczu;Wielkopolskie;rawicki;Rawicz;ul. Wały Jarosława Dąbrowskiego ;2;63-900;65 546 47 83;;65 546 47 83;;pinb@powiatrawicki.pl;;http://powiatrawicki.pl/;51.6115;16.8550
1747.;Powiatowy Inspektorat Nadzoru Budowlanego w Słupcy;Wielkopolskie;słupecki;Słupca;ul. Poznańska;16;62-400;63 275 86 04;63 275 86 05;63 275 44 87;;pinb.slupca16@wp.pl;;http://www.powiat-slupca.pl/;52.2887;17.8687
1748.;Powiatowy Inspektorat Nadzoru Budowlanego w Szamotułach;Wielkopolskie;szamotulski;Szamotuły;ul. Bolesława Chrobrego;6;64-500;61 442 34 79;;61 292 12 68;;pinb@pinb-szamotuly.pl;;http://www.pinb-szamotuly.pl/;52.6003;16.5882
1749.;Powiatowy Inspektorat Nadzoru Budowlanego w Śremie;Wielkopolskie;śremski;Śrem;ul. Marciniaka;2;63-100;61 282 97 06;;61 282 97 04;;biuro@pinb-srem.pl;;http://www.pinb-srem.pl/;52.0903;17.0109
1750.;Powiatowy Inspektorat Nadzoru Budowlanego w Środzie Wielkopolskiej;Wielkopolskie;średzki;Środa Wielkopolska;ul. Żwirki i Wigury;1;63-000;61 287 06 49;;61 287 06 49;;pinb-srodawlkp@wp.pl;;http://bip.srodawlkp-powiat.pl/;52.2256;17.2844
1751.;Powiatowy Inspektorat Nadzoru Budowlanego w Turku;Wielkopolskie;turecki;Turek;ul. Komunalna;2;62-700;63 280 37 01;63 280 37 03;63 280 37 02;;pinbturek@onet.eu;;http://www.pinb.bip.powiat.turek.pl/;52.0143;18.4932
1752.;Powiatowy Inspektorat Nadzoru Budowlanego w Wągrowcu;Wielkopolskie;wągrowiecki;Wągrowiec;ul. Gnieźnieńska;49;62-100;67 262 87 90;;67 262 87 90;;pinb@wagrowiec.pl;;http://www.bip.wagrowiec.pl/;52.7990;17.2144
1753.;Powiatowy Inspektorat Nadzoru Budowlanego w Wolsztynie;Wielkopolskie;wolsztyński;Wolsztyn;ul. 5 Stycznia;5;64-200;68 384 56 36;;68 384 56 35;;pinbwolsztyn@interia.pl;;http://www.powiatwolsztyn.pl/;52.1139;16.1081
1754.;Powiatowy Inspektorat NadzoruBudowlanego we Wrześni;Wielkopolskie;wrzesiński;Września;ul. 3 Maja;3;62-300;61 640 45 45;;61 640 45 46;;pinb@wrzesnia.powiat.pl;;http://bip.wrzesnia.powiat.pl/;52.3241;17.5694
1755.;Powiatowy Inspektorat NadzoruBudowlanego w Złotowie;Wielkopolskie;złotowski;Złotów;ul. Za Dworcem;3a;77-400;67 263 53 84;;67 263 53 48;;sekretariat@pinb-zlotow.pl;;http://www.pinb-zlotow.pl/;53.3568;17.0530
1756.;Powiatowa Stacja Sanitarno- Epidemiologiczna w Chodzieży;Wielkopolskie;chodzieski;Chodzież;ul. Składowa;5;64-800;67 282 02 72;;67 282 02 73;;psse.chodziez@pis.gov.pl;sekretariat@psse-chodziez.pl;http://www.psse-chodziez.pl/;52.9914;16.9111
1757.;Powiatowa Stacja Sanitarno- Epidemiologiczna w Czarnkowie*;Wielkopolskie;czarnkowsko-trzcianecki;Czarnków;ul. Zamkowa;8;64-700;67 255 22 40;;67 255 82 26;;psse.czarnkow@pis.gov.pl;sekretariat@psse-czarnkow.pl;http://www.psse-czarnkow.pl/;52.9051;16.5614
1758.;Powiatowa Stacja Sanitarno- Epidemiologiczna w Gnieźnie*;Wielkopolskie;gnieźnieński;Gniezno;ul. Św. Wawrzyńca;18;62-200;61 426 22 42;61 426 22 43;61 426 27 77;;psse.gniezno@pis.gov.pl;sekretariat@psse-gniezno.pl;http://www.psse-gniezno.pl/;52.5309;17.5946
1759.;Powiatowa Stacja Sanitarno- Epidemiologiczna w Gostyniu*;Wielkopolskie;gostyński;Gostyń;ul. Przy Dworcu;4;63 - 800;65 572 30 89;;65 572 14 66;;psse.gostyn@pis.gov.pl;sekretariat@psse-gostyn.pl;http://www.psse-gostyn.pl/;51.8831;17.0060
